Created Date,Complaint Type,Longitude,Latitude,# of SRs
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.60,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,1
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,2
1/6/2016,HEAT/HOT WATER,-73.94,40.81,1
1/6/2016,HEAT/HOT WATER,-73.94,40.79,1
1/6/2016,HEAT/HOT WATER,-73.94,40.68,2
1/6/2016,HEAT/HOT WATER,-73.94,40.81,3
1/6/2016,HEAT/HOT WATER,-73.94,40.81,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.79,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,4
1/6/2016,HEAT/HOT WATER,-73.94,40.79,1
1/6/2016,HEAT/HOT WATER,-73.94,40.80,2
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.79,1
1/6/2016,HEAT/HOT WATER,-73.94,40.80,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.80,1
1/6/2016,HEAT/HOT WATER,-73.94,40.69,1
1/6/2016,HEAT/HOT WATER,-73.94,40.69,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,1
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,1
1/6/2016,HEAT/HOT WATER,-73.94,40.63,2
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.68,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,2
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.69,1
1/6/2016,HEAT/HOT WATER,-73.94,40.81,1
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.79,2
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.79,1
1/6/2016,HEAT/HOT WATER,-73.94,40.65,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,3
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,2
1/6/2016,HEAT/HOT WATER,-73.94,40.70,1
1/6/2016,HEAT/HOT WATER,-73.94,40.83,2
1/6/2016,HEAT/HOT WATER,-73.94,40.83,2
1/6/2016,HEAT/HOT WATER,-73.94,40.82,3
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.81,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,5
1/6/2016,HEAT/HOT WATER,-73.94,40.62,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,2
1/6/2016,HEAT/HOT WATER,-73.94,40.81,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,1
1/6/2016,HEAT/HOT WATER,-73.94,40.67,4
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.71,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,2
1/6/2016,HEAT/HOT WATER,-73.94,40.84,2
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.82,1
1/6/2016,HEAT/HOT WATER,-73.94,40.83,1
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.68,1
1/6/2016,HEAT/HOT WATER,-73.94,40.69,1
1/6/2016,HEAT/HOT WATER,-73.94,40.70,1
1/6/2016,HEAT/HOT WATER,-73.94,40.80,1
1/6/2016,HEAT/HOT WATER,-73.94,40.66,1
1/6/2016,HEAT/HOT WATER,-73.94,40.84,1
1/6/2016,HEAT/HOT WATER,-73.94,40.66,1
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.81,1
1/6/2016,HEAT/HOT WATER,-73.94,40.85,2
1/6/2016,HEAT/HOT WATER,-73.94,40.65,1
1/6/2016,HEAT/HOT WATER,-73.94,40.69,1
1/6/2016,HEAT/HOT WATER,-73.94,40.71,1
1/6/2016,HEAT/HOT WATER,-73.94,40.85,11
1/6/2016,HEAT/HOT WATER,-73.94,40.70,1
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.69,1
1/6/2016,HEAT/HOT WATER,-73.94,40.70,1
1/6/2016,HEAT/HOT WATER,-73.94,40.70,2
1/6/2016,HEAT/HOT WATER,-73.94,40.85,1
1/6/2016,HEAT/HOT WATER,-73.94,40.79,2
1/6/2016,HEAT/HOT WATER,-73.94,40.66,2
1/6/2016,HEAT/HOT WATER,-73.94,40.65,3
1/6/2016,HEAT/HOT WATER,-73.94,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,2
1/6/2016,HEAT/HOT WATER,-73.93,40.66,1
1/6/2016,HEAT/HOT WATER,-73.93,40.80,1
1/6/2016,HEAT/HOT WATER,-73.93,40.80,1
1/6/2016,HEAT/HOT WATER,-73.93,40.69,1
1/6/2016,HEAT/HOT WATER,-73.93,40.64,1
1/6/2016,HEAT/HOT WATER,-73.93,40.84,2
1/6/2016,HEAT/HOT WATER,-73.93,40.68,1
1/6/2016,HEAT/HOT WATER,-73.93,40.84,1
1/6/2016,HEAT/HOT WATER,-73.93,40.65,1
1/6/2016,HEAT/HOT WATER,-73.93,40.66,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,5
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.79,2
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.65,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,2
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,2
1/6/2016,HEAT/HOT WATER,-73.93,40.65,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.71,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.77,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.69,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,2
1/6/2016,HEAT/HOT WATER,-73.93,40.68,4
1/6/2016,HEAT/HOT WATER,-73.93,40.70,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.65,1
1/6/2016,HEAT/HOT WATER,-73.93,40.66,1
1/6/2016,HEAT/HOT WATER,-73.93,40.69,1
1/6/2016,HEAT/HOT WATER,-73.93,40.59,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,3
1/6/2016,HEAT/HOT WATER,-73.93,40.83,1
1/6/2016,HEAT/HOT WATER,-73.93,40.68,1
1/6/2016,HEAT/HOT WATER,-73.93,40.83,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.84,2
1/6/2016,HEAT/HOT WATER,-73.93,40.74,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.69,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.68,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,2
1/6/2016,HEAT/HOT WATER,-73.93,40.85,2
1/6/2016,HEAT/HOT WATER,-73.93,40.85,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.82,5
1/6/2016,HEAT/HOT WATER,-73.93,40.68,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,1
1/6/2016,HEAT/HOT WATER,-73.93,40.74,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,6
1/6/2016,HEAT/HOT WATER,-73.93,40.81,1
1/6/2016,HEAT/HOT WATER,-73.93,40.65,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.67,2
1/6/2016,HEAT/HOT WATER,-73.93,40.84,1
1/6/2016,HEAT/HOT WATER,-73.93,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,5
1/6/2016,HEAT/HOT WATER,-73.93,40.63,1
1/6/2016,HEAT/HOT WATER,-73.93,40.82,1
1/6/2016,HEAT/HOT WATER,-73.93,40.63,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,2
1/6/2016,HEAT/HOT WATER,-73.93,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.68,1
1/6/2016,HEAT/HOT WATER,-73.93,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.83,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,3
1/6/2016,HEAT/HOT WATER,-73.93,40.76,1
1/6/2016,HEAT/HOT WATER,-73.93,40.83,1
1/6/2016,HEAT/HOT WATER,-73.93,40.84,1
1/6/2016,HEAT/HOT WATER,-73.93,40.86,1
1/6/2016,HEAT/HOT WATER,-73.93,40.84,1
1/6/2016,HEAT/HOT WATER,-73.93,40.69,1
1/6/2016,HEAT/HOT WATER,-73.93,40.65,1
1/6/2016,HEAT/HOT WATER,-73.93,40.66,1
1/6/2016,HEAT/HOT WATER,-73.93,40.77,1
1/6/2016,HEAT/HOT WATER,-73.93,40.83,1
1/6/2016,HEAT/HOT WATER,-73.93,40.84,1
1/6/2016,HEAT/HOT WATER,-73.93,40.87,1
1/6/2016,HEAT/HOT WATER,-73.93,40.83,1
1/6/2016,HEAT/HOT WATER,-73.93,40.70,2
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.70,1
1/6/2016,HEAT/HOT WATER,-73.92,40.86,1
1/6/2016,HEAT/HOT WATER,-73.92,40.86,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.77,1
1/6/2016,HEAT/HOT WATER,-73.92,40.65,1
1/6/2016,HEAT/HOT WATER,-73.92,40.77,1
1/6/2016,HEAT/HOT WATER,-73.92,40.66,3
1/6/2016,HEAT/HOT WATER,-73.92,40.84,3
1/6/2016,HEAT/HOT WATER,-73.92,40.86,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.86,3
1/6/2016,HEAT/HOT WATER,-73.92,40.84,3
1/6/2016,HEAT/HOT WATER,-73.92,40.66,1
1/6/2016,HEAT/HOT WATER,-73.92,40.81,2
1/6/2016,HEAT/HOT WATER,-73.92,40.84,2
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.66,2
1/6/2016,HEAT/HOT WATER,-73.92,40.85,2
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.66,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,3
1/6/2016,HEAT/HOT WATER,-73.92,40.74,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,7
1/6/2016,HEAT/HOT WATER,-73.92,40.65,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.69,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.69,1
1/6/2016,HEAT/HOT WATER,-73.92,40.88,2
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.66,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.81,2
1/6/2016,HEAT/HOT WATER,-73.92,40.67,4
1/6/2016,HEAT/HOT WATER,-73.92,40.66,2
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.69,1
1/6/2016,HEAT/HOT WATER,-73.92,40.68,1
1/6/2016,HEAT/HOT WATER,-73.92,40.82,1
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.82,1
1/6/2016,HEAT/HOT WATER,-73.92,40.66,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,4
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.76,1
1/6/2016,HEAT/HOT WATER,-73.92,40.81,2
1/6/2016,HEAT/HOT WATER,-73.92,40.69,1
1/6/2016,HEAT/HOT WATER,-73.92,40.74,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.69,1
1/6/2016,HEAT/HOT WATER,-73.92,40.70,1
1/6/2016,HEAT/HOT WATER,-73.92,40.68,1
1/6/2016,HEAT/HOT WATER,-73.92,40.62,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.77,1
1/6/2016,HEAT/HOT WATER,-73.92,40.68,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.68,1
1/6/2016,HEAT/HOT WATER,-73.92,40.76,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,2
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.77,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,2
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.66,1
1/6/2016,HEAT/HOT WATER,-73.92,40.88,1
1/6/2016,HEAT/HOT WATER,-73.92,40.74,1
1/6/2016,HEAT/HOT WATER,-73.92,40.87,1
1/6/2016,HEAT/HOT WATER,-73.92,40.85,3
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.70,1
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.70,1
1/6/2016,HEAT/HOT WATER,-73.92,40.67,1
1/6/2016,HEAT/HOT WATER,-73.92,40.69,2
1/6/2016,HEAT/HOT WATER,-73.92,40.64,1
1/6/2016,HEAT/HOT WATER,-73.92,40.68,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.82,1
1/6/2016,HEAT/HOT WATER,-73.92,40.70,1
1/6/2016,HEAT/HOT WATER,-73.92,40.81,1
1/6/2016,HEAT/HOT WATER,-73.92,40.83,1
1/6/2016,HEAT/HOT WATER,-73.92,40.84,1
1/6/2016,HEAT/HOT WATER,-73.92,40.68,1
1/6/2016,HEAT/HOT WATER,-73.91,40.82,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,2
1/6/2016,HEAT/HOT WATER,-73.91,40.84,3
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,2
1/6/2016,HEAT/HOT WATER,-73.91,40.86,1
1/6/2016,HEAT/HOT WATER,-73.91,40.75,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,1
1/6/2016,HEAT/HOT WATER,-73.91,40.68,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,6
1/6/2016,HEAT/HOT WATER,-73.91,40.63,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.75,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,3
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.69,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,2
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.69,1
1/6/2016,HEAT/HOT WATER,-73.91,40.77,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.70,1
1/6/2016,HEAT/HOT WATER,-73.91,40.68,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,2
1/6/2016,HEAT/HOT WATER,-73.91,40.88,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,2
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.70,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.66,5
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.66,1
1/6/2016,HEAT/HOT WATER,-73.91,40.87,3
1/6/2016,HEAT/HOT WATER,-73.91,40.66,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,7
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.77,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,2
1/6/2016,HEAT/HOT WATER,-73.91,40.66,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,3
1/6/2016,HEAT/HOT WATER,-73.91,40.85,2
1/6/2016,HEAT/HOT WATER,-73.91,40.82,1
1/6/2016,HEAT/HOT WATER,-73.91,40.82,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,4
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.66,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.69,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.81,1
1/6/2016,HEAT/HOT WATER,-73.91,40.89,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,1
1/6/2016,HEAT/HOT WATER,-73.91,40.71,3
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.77,8
1/6/2016,HEAT/HOT WATER,-73.91,40.82,3
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,2
1/6/2016,HEAT/HOT WATER,-73.91,40.86,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,2
1/6/2016,HEAT/HOT WATER,-73.91,40.68,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,2
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.88,2
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,1
1/6/2016,HEAT/HOT WATER,-73.91,40.87,1
1/6/2016,HEAT/HOT WATER,-73.91,40.68,1
1/6/2016,HEAT/HOT WATER,-73.91,40.75,1
1/6/2016,HEAT/HOT WATER,-73.91,40.74,2
1/6/2016,HEAT/HOT WATER,-73.91,40.86,2
1/6/2016,HEAT/HOT WATER,-73.91,40.82,1
1/6/2016,HEAT/HOT WATER,-73.91,40.74,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,2
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.82,6
1/6/2016,HEAT/HOT WATER,-73.91,40.81,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,2
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,2
1/6/2016,HEAT/HOT WATER,-73.91,40.88,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.86,2
1/6/2016,HEAT/HOT WATER,-73.91,40.87,2
1/6/2016,HEAT/HOT WATER,-73.91,40.69,1
1/6/2016,HEAT/HOT WATER,-73.91,40.71,1
1/6/2016,HEAT/HOT WATER,-73.91,40.83,2
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.84,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.85,1
1/6/2016,HEAT/HOT WATER,-73.91,40.75,1
1/6/2016,HEAT/HOT WATER,-73.91,40.81,2
1/6/2016,HEAT/HOT WATER,-73.90,40.85,3
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.84,1
1/6/2016,HEAT/HOT WATER,-73.90,40.85,1
1/6/2016,HEAT/HOT WATER,-73.90,40.85,2
1/6/2016,HEAT/HOT WATER,-73.90,40.85,1
1/6/2016,HEAT/HOT WATER,-73.90,40.83,1
1/6/2016,HEAT/HOT WATER,-73.90,40.65,1
1/6/2016,HEAT/HOT WATER,-73.90,40.83,1
1/6/2016,HEAT/HOT WATER,-73.90,40.87,1
1/6/2016,HEAT/HOT WATER,-73.90,40.87,1
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.83,1
1/6/2016,HEAT/HOT WATER,-73.90,40.75,1
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.85,1
1/6/2016,HEAT/HOT WATER,-73.90,40.87,1
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.85,1
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.85,1
1/6/2016,HEAT/HOT WATER,-73.90,40.88,1
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.83,1
1/6/2016,HEAT/HOT WATER,-73.90,40.85,1
1/6/2016,HEAT/HOT WATER,-73.90,40.83,2
1/6/2016,HEAT/HOT WATER,-73.90,40.82,2
1/6/2016,HEAT/HOT WATER,-73.90,40.86,2
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
1/6/2016,HEAT/HOT WATER,-73.90,40.82,2
1/6/2016,HEAT/HOT WATER,-73.90,40.87,2
1/6/2016,HEAT/HOT WATER,-73.90,40.86,1
